user,fullname,tweet-id,timestamp,url,likes,replies,retweets,text,html
0220nicole,藤田 ニコル(にこるん),1046746602503729152,2018-10-01 13:00:12,/0220nicole/status/1046746602503729152,35669,1141,3378,この度3年ぶりにスタイルブック「ニコルノホン」が11月22日に発売しますファッションやメイクやボディ、過去のナイショな恋愛やある方と対談したり仕事の事普段の事全部語ってます！写真も盛りだくさんなので本当に楽しみにしててください！！これ見れば今の私が全てわかります。pic.twitter.com/ZEhOWss1On,"<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ja"">この度3年ぶりにスタイルブック「ニコルノホン」が11月22日に発売します<img alt=""❤️"" aria-label=""Emoji: 赤色のハート"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/2764.png"" title=""赤色のハート""/>ファッションやメイクやボディ、過去のナイショな恋愛やある方と対談したり仕事の事普段の事全部語ってます！写真も盛りだくさんなので本当に楽しみにしててください！！これ見れば今の私が全てわかります。<a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/ZEhOWss1On"">pic.twitter.com/ZEhOWss1On</a></p>"
vivi_magazine,ViVi,1118745702962622464,2019-04-18 05:18:55,/vivi_magazine/status/1118745702962622464,118,0,23,"本日はViViNight

なんと19時以降〜裏びびないとの様子をLIVE配信します！行けなかった人もここで裏側をチェックできちゃいます！

何回かに分けて配信するのでお楽しみに！ 

ViVi公式Twitterアカウントフォロー&LIVE通知をONにしてねpic.twitter.com/uSPE7UlwGo","<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ja"">本日はViViNight<img alt=""❣️"" aria-label=""Emoji: ハートのビックリマーク"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/2763.png"" title=""ハートのビックリマーク""/><img alt=""❣️"" aria-label=""Emoji: ハートのビックリマーク"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/2763.png"" title=""ハートのビックリマーク""/>

なんと19時以降〜裏びびないとの様子をLIVE配信します！行けなかった人もここで裏側をチェックできちゃいます！

何回かに分けて配信するのでお楽しみに！ 

ViVi公式Twitterアカウントフォロー&amp;LIVE通知をONにしてね<a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/uSPE7UlwGo"">pic.twitter.com/uSPE7UlwGo</a></p>"
mireniagirls,#ミレガ女子,1118713842203127809,2019-04-18 03:12:19,/mireniagirls/status/1118713842203127809,261,1,43,"今夜リアタイでー。#ミレガ
18日(木) 25:25～26:25

最上もが、藤田ニコルの連絡先を消していた？驚きの告白連続
https://mdpr.jp/news/detail/1833925 … # @modelpressより
#にこるん #藤田ニコル #にこちゅう","<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ja"">今夜リアタイでー<img alt=""☺️"" aria-label=""Emoji: 笑顔"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/263a.png"" title=""笑顔""/><img alt=""✨"" aria-label=""Emoji: キラキラ"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/2728.png"" title=""キラキラ""/>。<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%E3%83%9F%E3%83%AC%E3%82%AC?src=hash""><s>#</s><b>ミレガ</b></a>
18日(木) 25:25～26:25

最上もが、藤田ニコルの連絡先を消していた？驚きの告白連続
<a class=""twitter-timeline-link"" data-expanded-url=""https://mdpr.jp/news/detail/1833925"" dir=""ltr"" href=""https://t.co/9OqXUebWzF"" rel=""nofollow noopener"" target=""_blank"" title=""https://mdpr.jp/news/detail/1833925""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">mdpr.jp/news/detail/18</span><span class=""invisible"">33925</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a> # <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""142921471"" dir=""ltr"" href=""/modelpress""><s>@</s><b>modelpress</b></a>より
<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%E3%81%AB%E3%81%93%E3%82%8B%E3%82%93?src=hash""><s>#</s><b>にこるん</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%E8%97%A4%E7%94%B0%E3%83%8B%E3%82%B3%E3%83%AB?src=hash""><s>#</s><b>藤田ニコル</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%E3%81%AB%E3%81%93%E3%81%A1%E3%82%85%E3%81%86?src=hash""><s>#</s><b>にこちゅう</b></a></p>"
0220nicole,藤田 ニコル(にこるん),1118542498802966528,2019-04-17 15:51:27,/0220nicole/status/1118542498802966528,18264,277,1106,21歳ですがツインテールしました。pic.twitter.com/MRbyXdkq3m,"<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ja"">21歳ですがツインテールしました。<a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/MRbyXdkq3m"">pic.twitter.com/MRbyXdkq3m</a></p>"
0220nicole,藤田 ニコル(にこるん),1118511683083747329,2019-04-17 13:49:00,/0220nicole/status/1118511683083747329,4189,147,139,明日だあ^_^,"<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ja"">明日だあ^_^</p>"
0220nicole,藤田 ニコル(にこるん),1118128446075367424,2019-04-16 12:26:10,/0220nicole/status/1118128446075367424,2754,343,103,"#にこるんに質問

いままとめてるからまだ質問ある方はいま！","<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ja""><a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%E3%81%AB%E3%81%93%E3%82%8B%E3%82%93%E3%81%AB%E8%B3%AA%E5%95%8F?src=hash""><s>#</s><b>にこるんに質問</b></a>

いままとめてるからまだ質問ある方はいま！</p>"
0220nicole,藤田 ニコル(にこるん),1118127477979639809,2019-04-16 12:22:19,/0220nicole/status/1118127477979639809,4036,93,133,あれYouTubeでの質問受け付けてたハッシュタグなんだっけ！,"<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ja"">あれYouTubeでの質問受け付けてたハッシュタグなんだっけ！</p>"
0220nicole,藤田 ニコル(にこるん),1118124490041348096,2019-04-16 12:10:26,/0220nicole/status/1118124490041348096,16860,279,648,"お仕事終わり^_^

朝から撮影そして収録2本がんばりまぴたpic.twitter.com/3TTCMV5tLY","<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ja"">お仕事終わり^_^

朝から撮影そして収録2本がんばりまぴた<img alt=""🤞"" aria-label=""Emoji: 人差し指と中指を交差した手"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f91e.png"" title=""人差し指と中指を交差した手""/><img alt=""🌸"" aria-label=""Emoji: 桜"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f338.png"" title=""桜""/><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/3TTCMV5tLY"">pic.twitter.com/3TTCMV5tLY</a></p>"
0220nicole,藤田 ニコル(にこるん),1118094624176762880,2019-04-16 10:11:46,/0220nicole/status/1118094624176762880,2458,60,115,たのしみ♡♡色々考え中^_^https://twitter.com/nicoronofficial/status/1117986430075060224 …,"<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""ja"">たのしみ♡♡色々考え中^_^<a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/nicoronofficial/status/1117986430075060224"" dir=""ltr"" href=""https://t.co/b6D0IzFUrb"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/nicoronofficial/status/1117986430075060224""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/nicoronofficia</span><span class=""invisible"">l/status/1117986430075060224</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>"
0220nicole,藤田 ニコル(にこるん),1118058379568566273,2019-04-16 07:47:44,/0220nicole/status/1118058379568566273,4864,84,153,vivi nightまでもうあと2日？楽しみだな。。みんな団扇とかの準備おっけい？^_^,"<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ja"">vivi nightまでもうあと2日？楽しみだな。。みんな団扇とかの準備おっけい？^_^</p>"
