user,fullname,tweet-id,timestamp,url,likes,replies,retweets,text,html
RolaWorLD,ROLA,1118651402287493122,2019-04-17 23:04:12,/RolaWorLD/status/1118651402287493122,1946,27,102,"おともだちが兄弟でかわいい自転車をつくったんだ〜
すごいすき！ヘビーローテションだ 場所: Los Angeles California USA https://www.instagram.com/p/BwX6U9tABFu/?utm_source=ig_twitter_share&igshid=17nwtrtvl84em …","<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ja"">おともだちが兄弟でかわいい自転車をつくったんだ〜<img alt=""❗️"" aria-label=""Emoji: 赤いビックリマーク"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/2757.png"" title=""赤いビックリマーク""/><img alt=""😝"" aria-label=""Emoji: 目を瞑って舌を出した顔"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f61d.png"" title=""目を瞑って舌を出した顔""/><img alt=""🍼"" aria-label=""Emoji: 哺乳瓶"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f37c.png"" title=""哺乳瓶""/><img alt=""💚"" aria-label=""Emoji: 緑のハート"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f49a.png"" title=""緑のハート""/><img alt=""🚲"" aria-label=""Emoji: 自転車"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f6b2.png"" title=""自転車""/>
すごいすき！ヘビーローテションだ<img alt=""💚"" aria-label=""Emoji: 緑のハート"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f49a.png"" title=""緑のハート""/> 場所: Los Angeles California USA <a class=""twitter-timeline-link"" data-expanded-url=""https://www.instagram.com/p/BwX6U9tABFu/?utm_source=ig_twitter_share&amp;igshid=17nwtrtvl84em"" dir=""ltr"" href=""https://t.co/dD8TDTGMmB"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.instagram.com/p/BwX6U9tABFu/?utm_source=ig_twitter_share&amp;igshid=17nwtrtvl84em""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">instagram.com/p/BwX6U9tABFu/</span><span class=""invisible"">?utm_source=ig_twitter_share&amp;igshid=17nwtrtvl84em</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>"
RolaWorLD,ROLA,1117754108583325696,2019-04-15 11:38:41,/RolaWorLD/status/1117754108583325696,2426,36,165,"Coachelllllllla#suspiciousantwerppartner @ Coachella, California https://www.instagram.com/p/BwQSPM2AD5d/?utm_source=ig_twitter_share&igshid=1pckv1maheyvk …","<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""fr"">Coachelllllllla<img alt=""🌸"" aria-label=""Emoji: 桜"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f338.png"" title=""桜""/><img alt=""🌸"" aria-label=""Emoji: 桜"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f338.png"" title=""桜""/><img alt=""🌸"" aria-label=""Emoji: 桜"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f338.png"" title=""桜""/><a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/suspiciousantwerppartner?src=hash""><s>#</s><b>suspiciousantwerppartner</b></a> @ Coachella, California <a class=""twitter-timeline-link"" data-expanded-url=""https://www.instagram.com/p/BwQSPM2AD5d/?utm_source=ig_twitter_share&amp;igshid=1pckv1maheyvk"" dir=""ltr"" href=""https://t.co/oVb9iXXSVL"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.instagram.com/p/BwQSPM2AD5d/?utm_source=ig_twitter_share&amp;igshid=1pckv1maheyvk""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">instagram.com/p/BwQSPM2AD5d/</span><span class=""invisible"">?utm_source=ig_twitter_share&amp;igshid=1pckv1maheyvk</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>"
RolaWorLD,ROLA,1114432633474375680,2019-04-06 07:40:19,/RolaWorLD/status/1114432633474375680,2725,51,182,"アレキサンダーワンのCOホストをつとめたよ♩凄く楽しかった It was such a pleasure to co-host alexanderwangny ""STRAIGHT OUTTA CHINATOWN"" event last night it’s always fun dancing with Alex  please don’t drop rice… https://www.instagram.com/p/Bv5wxQMA-29/?utm_source=ig_twitter_share&igshid=fe9lr974u09y …","<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ja"">アレキサンダーワンのCOホストをつとめたよ♩凄く楽しかった<img alt=""😄"" aria-label=""Emoji: 口を開けて目が笑っている笑顔"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f604.png"" title=""口を開けて目が笑っている笑顔""/> It was such a pleasure to co-host alexanderwangny ""STRAIGHT OUTTA CHINATOWN"" event last night<img alt=""🖤"" aria-label=""Emoji: 黒いハート"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f5a4.png"" title=""黒いハート""/> it’s always fun dancing with Alex <img alt=""😂"" aria-label=""Emoji: 嬉し泣き"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f602.png"" title=""嬉し泣き""/><img alt=""🍜"" aria-label=""Emoji: どんぶり"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f35c.png"" title=""どんぶり""/> please don’t drop rice… <a class=""twitter-timeline-link"" data-expanded-url=""https://www.instagram.com/p/Bv5wxQMA-29/?utm_source=ig_twitter_share&amp;igshid=fe9lr974u09y"" dir=""ltr"" href=""https://t.co/mE2r9beRO9"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.instagram.com/p/Bv5wxQMA-29/?utm_source=ig_twitter_share&amp;igshid=fe9lr974u09y""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">instagram.com/p/Bv5wxQMA-29/</span><span class=""invisible"">?utm_source=ig_twitter_share&amp;igshid=fe9lr974u09y</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>"
RolaWorLD,ROLA,1112287590890135554,2019-03-31 09:36:41,/RolaWorLD/status/1112287590890135554,25701,676,1784,3月30日に29才になりました 今の年齢はすきだけど、でもなぜか心はずっと15歳な感じが残っているかんじがする 今年はいろいろなことをたくさん勉強をして素晴らしい1年にしようっと。たくさんのHappy Birthdayメッセージをありがとう！！ https://www.instagram.com/p/BvqqvQ7A_9l/?utm_source=ig_twitter_share&igshid=1e4a65qxy8ref …,"<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ja"">3月30日に29才になりました<img alt=""🎂"" aria-label=""Emoji: バースデーケーキ"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f382.png"" title=""バースデーケーキ""/> 今の年齢はすきだけど、でもなぜか心はずっと15歳な感じが残っているかんじがする<img alt=""🙃"" aria-label=""Emoji: 逆さの顔"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f643.png"" title=""逆さの顔""/> 今年はいろいろなことをたくさん勉強をして素晴らしい1年にしようっと。たくさんのHappy Birthdayメッセージをありがとう！！ <a class=""twitter-timeline-link"" data-expanded-url=""https://www.instagram.com/p/BvqqvQ7A_9l/?utm_source=ig_twitter_share&amp;igshid=1e4a65qxy8ref"" dir=""ltr"" href=""https://t.co/jJFvOyn9xG"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.instagram.com/p/BvqqvQ7A_9l/?utm_source=ig_twitter_share&amp;igshid=1e4a65qxy8ref""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">instagram.com/p/BvqqvQ7A_9l/</span><span class=""invisible"">?utm_source=ig_twitter_share&amp;igshid=1e4a65qxy8ref</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>"
RolaWorLD,ROLA,1110577403578011648,2019-03-26 16:21:01,/RolaWorLD/status/1110577403578011648,2829,57,204,"Studying english at my favorite cafe, Zinque hope everyone’s having a happy day 場所: Zinque https://www.instagram.com/p/BvclbDaAMse/?utm_source=ig_twitter_share&igshid=1xxxc5hw4t3cq …","<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Studying english at my favorite cafe, Zinque<img alt=""📝"" aria-label=""Emoji: メモ"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f4dd.png"" title=""メモ""/><img alt=""🍊"" aria-label=""Emoji: みかん"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f34a.png"" title=""みかん""/><img alt=""🍊"" aria-label=""Emoji: みかん"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f34a.png"" title=""みかん""/> hope everyone’s having a happy day<img alt=""✨"" aria-label=""Emoji: キラキラ"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/2728.png"" title=""キラキラ""/> 場所: Zinque <a class=""twitter-timeline-link"" data-expanded-url=""https://www.instagram.com/p/BvclbDaAMse/?utm_source=ig_twitter_share&amp;igshid=1xxxc5hw4t3cq"" dir=""ltr"" href=""https://t.co/cqVDym2Qxe"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.instagram.com/p/BvclbDaAMse/?utm_source=ig_twitter_share&amp;igshid=1xxxc5hw4t3cq""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">instagram.com/p/BvclbDaAMse/</span><span class=""invisible"">?utm_source=ig_twitter_share&amp;igshid=1xxxc5hw4t3cq</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>"
RolaWorLD,ROLA,1109295742273781761,2019-03-23 03:28:09,/RolaWorLD/status/1109295742273781761,10762,144,660,"https://www.instagram.com/p/BvVa1hrgXlP/?utm_source=ig_share_sheet&igshid=149hgu1jgewi7 …
ロスにかえってからいつも英語と演技とオペラのレッスンを受けているんだ。んん天気がきもちい。 がんばって続けようっとpic.twitter.com/Cgt527JCcf","<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ja""><a class=""twitter-timeline-link"" data-expanded-url=""https://www.instagram.com/p/BvVa1hrgXlP/?utm_source=ig_share_sheet&amp;igshid=149hgu1jgewi7"" dir=""ltr"" href=""https://t.co/VmT3LNBlZ6"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.instagram.com/p/BvVa1hrgXlP/?utm_source=ig_share_sheet&amp;igshid=149hgu1jgewi7""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">instagram.com/p/BvVa1hrgXlP/</span><span class=""invisible"">?utm_source=ig_share_sheet&amp;igshid=149hgu1jgewi7</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a>
ロスにかえってからいつも英語と演技とオペラのレッスンを受けているんだ。んん天気がきもちい。 がんばって続けようっと<img alt=""✊"" aria-label=""Emoji: こぶし"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/270a.png"" title=""こぶし""/><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/Cgt527JCcf"">pic.twitter.com/Cgt527JCcf</a></p>"
RolaWorLD,ROLA,1107856041553780741,2019-03-19 04:07:17,/RolaWorLD/status/1107856041553780741,5375,80,614,"https://instagram.com/p/BvK-UNOAKSM/ 
Save The Elephantsという象の保護活動を行っている施設を訪れたんだ。こちらの施設では象が野生の自然の中で安全に生活ができるように、その動きや生体数を管理しているの。象はとても頭がよく、最近は川に水を飲みにいく時間帯を真夜中にして象牙目的の人間に見つからないよpic.twitter.com/PRK3kBHsN9","<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ja""><a class=""twitter-timeline-link"" data-expanded-url=""https://instagram.com/p/BvK-UNOAKSM/"" dir=""ltr"" href=""https://t.co/FRZxRaVFxw"" rel=""nofollow noopener"" target=""_blank"" title=""https://instagram.com/p/BvK-UNOAKSM/""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">instagram.com/p/BvK-UNOAKSM/</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a>
Save The Elephantsという象の保護活動を行っている施設を訪れたんだ。こちらの施設では象が野生の自然の中で安全に生活ができるように、その動きや生体数を管理しているの。象はとても頭がよく、最近は川に水を飲みにいく時間帯を真夜中にして象牙目的の人間に見つからないよ<a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/PRK3kBHsN9"">pic.twitter.com/PRK3kBHsN9</a></p>"
RolaWorLD,ROLA,1106836859827699712,2019-03-16 08:37:26,/RolaWorLD/status/1106836859827699712,3796,71,330,"サンブル族のみんなとたくさん動物のお話をしたんだけど、みんな心から自然と動物を愛しているからなんども涙がでちゃった
I was talking a lot about animal things with my Samburu friends. I was crying a lot because what they talk about, its from the… https://www.instagram.com/p/BvD9vp2AO6Q/?utm_source=ig_twitter_share&igshid=gxy18x0s6jv7 …","<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ja"">サンブル族のみんなとたくさん動物のお話をしたんだけど、みんな心から自然と動物を愛しているからなんども涙がでちゃった<img alt=""😭"" aria-label=""Emoji: 号泣"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f62d.png"" title=""号泣""/><img alt=""😭"" aria-label=""Emoji: 号泣"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f62d.png"" title=""号泣""/>
I was talking a lot about animal things with my Samburu friends. I was crying a lot because what they talk about, its from the… <a class=""twitter-timeline-link"" data-expanded-url=""https://www.instagram.com/p/BvD9vp2AO6Q/?utm_source=ig_twitter_share&amp;igshid=gxy18x0s6jv7"" dir=""ltr"" href=""https://t.co/M1tmAHbZeK"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.instagram.com/p/BvD9vp2AO6Q/?utm_source=ig_twitter_share&amp;igshid=gxy18x0s6jv7""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">instagram.com/p/BvD9vp2AO6Q/</span><span class=""invisible"">?utm_source=ig_twitter_share&amp;igshid=gxy18x0s6jv7</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>"
RolaWorLD,ROLA,1105190399247814656,2019-03-11 19:34:59,/RolaWorLD/status/1105190399247814656,3654,46,382,今回はSave the ElephantというTiffanyがサポートしている象を守るチャリティーキャンペーンの撮影とNumeroのカバー撮影でケニアに訪れたんだ。 ５月末のNumero… https://www.instagram.com/p/Bu22hkBgbgm/?utm_source=ig_twitter_share&igshid=f2astwf9qdki …,"<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ja"">今回はSave the ElephantというTiffanyがサポートしている象を守るチャリティーキャンペーンの撮影とNumeroのカバー撮影でケニアに訪れたんだ。 ５月末のNumero… <a class=""twitter-timeline-link"" data-expanded-url=""https://www.instagram.com/p/Bu22hkBgbgm/?utm_source=ig_twitter_share&amp;igshid=f2astwf9qdki"" dir=""ltr"" href=""https://t.co/RFHejCwWYC"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.instagram.com/p/Bu22hkBgbgm/?utm_source=ig_twitter_share&amp;igshid=f2astwf9qdki""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">instagram.com/p/Bu22hkBgbgm/</span><span class=""invisible"">?utm_source=ig_twitter_share&amp;igshid=f2astwf9qdki</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>"
RolaWorLD,ROLA,1104090996017573888,2019-03-08 18:46:21,/RolaWorLD/status/1104090996017573888,6611,73,940,"Happy International Women’s Day私たちは強くて優しくてかっこいい！！自分を信じて頑張っていこう
#internationalwomensday #男女平等 https://www.instagram.com/p/BuwP3GrgJiH/?utm_source=ig_twitter_share&igshid=1fd3fy51uzrfy …","<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ja"">Happy International Women’s Day<img alt=""🖤"" aria-label=""Emoji: 黒いハート"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f5a4.png"" title=""黒いハート""/>私たちは強くて優しくてかっこいい！！自分を信じて頑張っていこう<img alt=""🇯🇵"" aria-label=""Emoji: 日本国旗"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f1ef-1f1f5.png"" title=""日本国旗""/><img alt=""😌"" aria-label=""Emoji: ほっとした顔"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f60c.png"" title=""ほっとした顔""/><img alt=""🙏"" aria-label=""Emoji: 合掌"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f64f.png"" title=""合掌""/>
<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/internationalwomensday?src=hash""><s>#</s><b>internationalwomensday</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%E7%94%B7%E5%A5%B3%E5%B9%B3%E7%AD%89?src=hash""><s>#</s><b>男女平等</b></a> <a class=""twitter-timeline-link"" data-expanded-url=""https://www.instagram.com/p/BuwP3GrgJiH/?utm_source=ig_twitter_share&amp;igshid=1fd3fy51uzrfy"" dir=""ltr"" href=""https://t.co/sqy0B6yBBQ"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.instagram.com/p/BuwP3GrgJiH/?utm_source=ig_twitter_share&amp;igshid=1fd3fy51uzrfy""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">instagram.com/p/BuwP3GrgJiH/</span><span class=""invisible"">?utm_source=ig_twitter_share&amp;igshid=1fd3fy51uzrfy</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>"
