user,fullname,tweet-id,timestamp,url,likes,replies,retweets,text,html
dasuwaikaa,須田亜香里（SKE48）,950001869828444161,2018-01-07 13:51:10,/dasuwaikaa/status/950001869828444161,12085,583,2808,"須田亜香里の握手会をダイジェストでまとめてもらいました！
明るく感情豊かな須田亜香里の握手会、ぜひ気軽にいらしてくださいね。元気をあげます
番組で解明されたのですが握手会でのドキドキは血管が若返る効果もあるそうな(笑)
 #握手会 #SKE48 #須田亜香里pic.twitter.com/Hf46mhWd9i","<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ja"">須田亜香里の握手会をダイジェストでまとめてもらいました！
明るく感情豊かな須田亜香里の握手会、ぜひ気軽にいらしてくださいね。元気をあげます<img alt=""😊"" aria-label=""Emoji: 目が笑っている笑顔"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f60a.png"" title=""目が笑っている笑顔""/>
番組で解明されたのですが握手会でのドキドキは血管が若返る効果もあるそうな(笑)
 <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%E6%8F%A1%E6%89%8B%E4%BC%9A?src=hash""><s>#</s><b>握手会</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/SKE48?src=hash""><s>#</s><b>SKE48</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%E9%A0%88%E7%94%B0%E4%BA%9C%E9%A6%99%E9%87%8C?src=hash""><s>#</s><b>須田亜香里</b></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/Hf46mhWd9i"">pic.twitter.com/Hf46mhWd9i</a></p>"
dasuwaikaa,須田亜香里（SKE48）,1118672024744816640,2019-04-18 00:26:09,/dasuwaikaa/status/1118672024744816640,716,26,83,"美保子さんのブログが好き！って今日ご本人にお伝え出来て満足でした
パパパっとお書きになるところもまた素敵https://twitter.com/info_yamadamiho/status/1118614053906198531 …","<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""ja"">美保子さんのブログが好き！って今日ご本人にお伝え出来て満足でした<img alt=""☺️"" aria-label=""Emoji: 笑顔"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/263a.png"" title=""笑顔""/>
パパパっとお書きになるところもまた素敵<img alt=""✨"" aria-label=""Emoji: キラキラ"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/2728.png"" title=""キラキラ""/><a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/info_yamadamiho/status/1118614053906198531"" dir=""ltr"" href=""https://t.co/3LR2IIqWbd"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/info_yamadamiho/status/1118614053906198531""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/info_yamadamih</span><span class=""invisible"">o/status/1118614053906198531</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>"
modelpress,モデルプレス,1118665570788839424,2019-04-18 00:00:30,/modelpress/status/1118665570788839424,780,16,152,SKE48須田亜香里「ごめんね」20センチ髪バッサリカットを報告 #SKE48 #須田亜香里 @dasuwaikaa 【ほか写真あり】https://mdpr.jp/news/1834000 ,"<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ja"">SKE48須田亜香里「ごめんね」20センチ髪バッサリカットを報告 <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/SKE48?src=hash""><s>#</s><b>SKE48</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%E9%A0%88%E7%94%B0%E4%BA%9C%E9%A6%99%E9%87%8C?src=hash""><s>#</s><b>須田亜香里</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""4265600599"" dir=""ltr"" href=""/dasuwaikaa""><s>@</s><b>dasuwaikaa</b></a> 【ほか写真あり】<a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://mdpr.jp/news/1834000"" dir=""ltr"" href=""https://t.co/nB7fC3E12n"" rel=""nofollow noopener"" target=""_blank"" title=""https://mdpr.jp/news/1834000""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">mdpr.jp/news/1834000</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a></p>"
dasuwaikaa,須田亜香里（SKE48）,1118542820728401920,2019-04-17 15:52:44,/dasuwaikaa/status/1118542820728401920,2441,122,235,"髪切って1日目は大好きな地元ロケ。
外ロケなのに雨降って
後輩たちにおばさん扱いされ
ハエが頭に止まって笑われ
焚き火でスモークされて
おニューの髪も香ばしくなり…
それでもむしろその全てあってこそ幸せな1日でしたとさ
6:00〜 #ドデスカ 生放送だから寝るね！pic.twitter.com/Ai3WnerxJ2","<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ja"">髪切って1日目は大好きな地元ロケ。
外ロケなのに雨降って
後輩たちにおばさん扱いされ
ハエが頭に止まって笑われ
焚き火でスモークされて
おニューの髪も香ばしくなり…
それでもむしろその全てあってこそ幸せな1日でしたとさ<img alt=""🍀"" aria-label=""Emoji: 四つ葉のクローバー"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f340.png"" title=""四つ葉のクローバー""/>
6:00〜 <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%E3%83%89%E3%83%87%E3%82%B9%E3%82%AB?src=hash""><s>#</s><b>ドデスカ</b></a> 生放送だから寝るね！<a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/Ai3WnerxJ2"">pic.twitter.com/Ai3WnerxJ2</a></p>"
dasuwaikaa,須田亜香里（SKE48）,1118508581303644160,2019-04-17 13:36:41,/dasuwaikaa/status/1118508581303644160,1678,30,211,"SKE可愛すぎやろ。。
 #SKE48バズ #毎週火曜日放送
#三重県 #キャンプ #絶対観てね
（番組公式Twitter、Instagram、TikTok、YouTube絶賛更新中）→@ske48buzz pic.twitter.com/8786OZ2yMf","<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ja"">SKE可愛すぎやろ。。
 <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/SKE48%E3%83%90%E3%82%BA?src=hash""><s>#</s><b>SKE48バズ</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%E6%AF%8E%E9%80%B1%E7%81%AB%E6%9B%9C%E6%97%A5%E6%94%BE%E9%80%81?src=hash""><s>#</s><b>毎週火曜日放送</b></a>
<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%E4%B8%89%E9%87%8D%E7%9C%8C?src=hash""><s>#</s><b>三重県</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%E3%82%AD%E3%83%A3%E3%83%B3%E3%83%97?src=hash""><s>#</s><b>キャンプ</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%E7%B5%B6%E5%AF%BE%E8%A6%B3%E3%81%A6%E3%81%AD?src=hash""><s>#</s><b>絶対観てね</b></a>
（番組公式Twitter、Instagram、TikTok、YouTube絶賛更新中）→<a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1098142786446970880"" dir=""ltr"" href=""/ske48buzz""><s>@</s><b>ske48buzz</b></a> <img alt=""🐝"" aria-label=""Emoji: ミツバチ"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f41d.png"" title=""ミツバチ""/><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/8786OZ2yMf"">pic.twitter.com/8786OZ2yMf</a></p>"
ozwspw,小沢一敬,1118385329742987265,2019-04-17 05:26:55,/ozwspw/status/1118385329742987265,1044,21,155,"ララランチ
#SKEバズpic.twitter.com/PbftV3hjfY","<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ja"">ララランチ
<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/SKE%E3%83%90%E3%82%BA?src=hash""><s>#</s><b>SKEバズ</b></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/PbftV3hjfY"">pic.twitter.com/PbftV3hjfY</a></p>"
airiSKE48_0921,水野愛理 (SKE48),1118419346672345089,2019-04-17 07:42:06,/airiSKE48_0921/status/1118419346672345089,1633,37,242,"東海テレビ
「SKE48のバスらせます！！」の収録をしてきました

プリクラを撮っていただきました！
放送は5月7日24時45分からです！
#SKE48バズ
#スピードワゴン  さん
#やっさん
#須田亜香里 さん
#菅原茉椰pic.twitter.com/AQKOVWgZnr","<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ja"">東海テレビ
「SKE48のバスらせます！！」の収録をしてきました<img alt=""🤗"" aria-label=""Emoji: ハグする顔"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f917.png"" title=""ハグする顔""/>

プリクラを撮っていただきました！<img alt=""✌️"" aria-label=""Emoji: Vサイン"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/270c.png"" title=""Vサイン""/>
放送は5月7日24時45分からです！
<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/SKE48%E3%83%90%E3%82%BA?src=hash""><s>#</s><b>SKE48バズ</b></a>
<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%E3%82%B9%E3%83%94%E3%83%BC%E3%83%89%E3%83%AF%E3%82%B4%E3%83%B3?src=hash""><s>#</s><b>スピードワゴン</b></a>  さん
<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%E3%82%84%E3%81%A3%E3%81%95%E3%82%93?src=hash""><s>#</s><b>やっさん</b></a>
<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%E9%A0%88%E7%94%B0%E4%BA%9C%E9%A6%99%E9%87%8C?src=hash""><s>#</s><b>須田亜香里</b></a> さん
<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%E8%8F%85%E5%8E%9F%E8%8C%89%E6%A4%B0?src=hash""><s>#</s><b>菅原茉椰</b></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/AQKOVWgZnr"">pic.twitter.com/AQKOVWgZnr</a></p>"
ske48buzz,SKE48のバズらせます！！,1118462377026920450,2019-04-17 10:33:05,/ske48buzz/status/1118462377026920450,1492,25,284,"美女2人がおしゃれキャンプに挑戦！
この後どうなるでしょう？
 #SKE48バズ #三重県 #おしゃれキャンプ #まりカフェ #鳥の丸焼き #スピードワゴン #SKE48 #北川綾巴 #谷真理佳 #須田亜香里pic.twitter.com/whsEilicNs","<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ja"">美女2人がおしゃれキャンプに挑戦！
この後どうなるでしょう？
 <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/SKE48%E3%83%90%E3%82%BA?src=hash""><s>#</s><b>SKE48バズ</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%E4%B8%89%E9%87%8D%E7%9C%8C?src=hash""><s>#</s><b>三重県</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%E3%81%8A%E3%81%97%E3%82%83%E3%82%8C%E3%82%AD%E3%83%A3%E3%83%B3%E3%83%97?src=hash""><s>#</s><b>おしゃれキャンプ</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%E3%81%BE%E3%82%8A%E3%82%AB%E3%83%95%E3%82%A7?src=hash""><s>#</s><b>まりカフェ</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%E9%B3%A5%E3%81%AE%E4%B8%B8%E7%84%BC%E3%81%8D?src=hash""><s>#</s><b>鳥の丸焼き</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%E3%82%B9%E3%83%94%E3%83%BC%E3%83%89%E3%83%AF%E3%82%B4%E3%83%B3?src=hash""><s>#</s><b>スピードワゴン</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/SKE48?src=hash""><s>#</s><b>SKE48</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%E5%8C%97%E5%B7%9D%E7%B6%BE%E5%B7%B4?src=hash""><s>#</s><b>北川綾巴</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%E8%B0%B7%E7%9C%9F%E7%90%86%E4%BD%B3?src=hash""><s>#</s><b>谷真理佳</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%E9%A0%88%E7%94%B0%E4%BA%9C%E9%A6%99%E9%87%8C?src=hash""><s>#</s><b>須田亜香里</b></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/whsEilicNs"">pic.twitter.com/whsEilicNs</a></p>"
dasuwaikaa,須田亜香里（SKE48）,1118486604681605121,2019-04-17 12:09:21,/dasuwaikaa/status/1118486604681605121,1112,51,105,"山形の玉こんにゃく大好き
芋煮に入ってたのも、単体でも美味し過ぎたのを覚えてる。","<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ja"">山形の玉こんにゃく大好き<img alt=""💕"" aria-label=""Emoji: 2つのハート"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f495.png"" title=""2つのハート""/>
芋煮に入ってたのも、単体でも美味し過ぎたのを覚えてる。</p>"
dasuwaikaa,須田亜香里（SKE48）,1118480732114968582,2019-04-17 11:46:01,/dasuwaikaa/status/1118480732114968582,1242,45,223,中日・大野雄　５７３日ぶり勝利の裏にＳＫＥ須田亜香里の存在（東スポWeb） - Yahoo!ニュース https://headlines.yahoo.co.jp/hl?a=20190417-00000053-tospoweb-base … @YahooNewsTopics,"<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ja"">中日・大野雄　５７３日ぶり勝利の裏にＳＫＥ須田亜香里の存在（東スポWeb） - Yahoo!ニュース <a class=""twitter-timeline-link"" data-expanded-url=""https://headlines.yahoo.co.jp/hl?a=20190417-00000053-tospoweb-base"" dir=""ltr"" href=""https://t.co/ASN3fyNZGP"" rel=""nofollow noopener"" target=""_blank"" title=""https://headlines.yahoo.co.jp/hl?a=20190417-00000053-tospoweb-base""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">headlines.yahoo.co.jp/hl?a=20190417-</span><span class=""invisible"">00000053-tospoweb-base</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""88846085"" dir=""ltr"" href=""/YahooNewsTopics""><s>@</s><b>YahooNewsTopics</b></a></p>"
