user,fullname,tweet-id,timestamp,url,likes,replies,retweets,text,html
RYUZi33WORLD929,RYUCHELL,1098892423269310464,2019-02-22 10:29:04,/RYUZi33WORLD929/status/1098892423269310464,1782,40,200," SUPER CANDY BOY ジャケット写真公開 

そして!! アルバムリリースを記念して
全国でミニライブ＆２SHOT撮影会の開催が決定しました〜〜

開催地は、これからも追加で発表があるので、全国の皆さまに会えるよ 楽しみにしているね!!

詳しくはこちら!!
http://po.st/ryuchell_event pic.twitter.com/Fua7mk2u7s","<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ja""><img alt=""💜"" aria-label=""Emoji: 紫のハート"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f49c.png"" title=""紫のハート""/><img alt=""🍭"" aria-label=""Emoji: ペロペロキャンディー"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f36d.png"" title=""ペロペロキャンディー""/> SUPER CANDY BOY ジャケット写真公開 <img alt=""🍭"" aria-label=""Emoji: ペロペロキャンディー"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f36d.png"" title=""ペロペロキャンディー""/><img alt=""💜"" aria-label=""Emoji: 紫のハート"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f49c.png"" title=""紫のハート""/>

そして!! アルバムリリースを記念して
全国でミニライブ＆２SHOT撮影会の開催が決定しました〜〜<img alt=""📸"" aria-label=""Emoji: フラッシュを焚いたカメラ"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f4f8.png"" title=""フラッシュを焚いたカメラ""/><img alt=""✨"" aria-label=""Emoji: キラキラ"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/2728.png"" title=""キラキラ""/><img alt=""😍"" aria-label=""Emoji: 目がハートの笑顔"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f60d.png"" title=""目がハートの笑顔""/>

開催地は、これからも追加で発表があるので、全国の皆さまに会えるよ<img alt=""⭐️"" aria-label=""Emoji: 中くらいの星"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/2b50.png"" title=""中くらいの星""/><img alt=""🌈"" aria-label=""Emoji: 虹"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f308.png"" title=""虹""/><img alt=""🎉"" aria-label=""Emoji: クラッカー"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f389.png"" title=""クラッカー""/> 楽しみにしているね!!

詳しくはこちら!!
<a class=""twitter-timeline-link"" data-expanded-url=""http://po.st/ryuchell_event"" dir=""ltr"" href=""https://t.co/CBvM5mh7bL"" rel=""nofollow noopener"" target=""_blank"" title=""http://po.st/ryuchell_event""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">po.st/ryuchell_event</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/Fua7mk2u7s"">pic.twitter.com/Fua7mk2u7s</a></p>"
RYUZi33WORLD929,RYUCHELL,1118520141963071488,2019-04-17 14:22:37,/RYUZi33WORLD929/status/1118520141963071488,591,34,13,おやすみぃ,"<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ja"">おやすみぃ<img alt=""🥺"" aria-label=""Emoji: 訴えかける顔"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f97a.png"" title=""訴えかける顔""/><img alt=""💕"" aria-label=""Emoji: 2つのハート"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f495.png"" title=""2つのハート""/></p>"
RYUZi33WORLD929,RYUCHELL,1118517862371475456,2019-04-17 14:13:34,/RYUZi33WORLD929/status/1118517862371475456,956,232,47,リプ辺,"<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ja"">リプ辺<img alt=""❣️"" aria-label=""Emoji: ハートのビックリマーク"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/2763.png"" title=""ハートのビックリマーク""/><img alt=""❣️"" aria-label=""Emoji: ハートのビックリマーク"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/2763.png"" title=""ハートのビックリマーク""/><img alt=""❣️"" aria-label=""Emoji: ハートのビックリマーク"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/2763.png"" title=""ハートのビックリマーク""/><img alt=""❣️"" aria-label=""Emoji: ハートのビックリマーク"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/2763.png"" title=""ハートのビックリマーク""/><img alt=""❣️"" aria-label=""Emoji: ハートのビックリマーク"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/2763.png"" title=""ハートのビックリマーク""/></p>"
RYUZi33WORLD929,RYUCHELL,1118348270411993088,2019-04-17 02:59:40,/RYUZi33WORLD929/status/1118348270411993088,1682,21,38,今日のちぇる〜pic.twitter.com/W0k7dbAVXB,"<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ja"">今日のちぇる〜<img alt=""😘"" aria-label=""Emoji: 投げキッス"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f618.png"" title=""投げキッス""/><img alt=""😘"" aria-label=""Emoji: 投げキッス"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f618.png"" title=""投げキッス""/><img alt=""😘"" aria-label=""Emoji: 投げキッス"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f618.png"" title=""投げキッス""/><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/W0k7dbAVXB"">pic.twitter.com/W0k7dbAVXB</a></p>"
RYUZi33WORLD929,RYUCHELL,1118300163401895936,2019-04-16 23:48:30,/RYUZi33WORLD929/status/1118300163401895936,917,26,33,あさぁおはぁ,"<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ja"">あさぁ<img alt=""❤️"" aria-label=""Emoji: 赤色のハート"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/2764.png"" title=""赤色のハート""/>おはぁ<img alt=""❤️"" aria-label=""Emoji: 赤色のハート"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/2764.png"" title=""赤色のハート""/></p>"
RYUZi33WORLD929,RYUCHELL,1118013408798838784,2019-04-16 04:49:02,/RYUZi33WORLD929/status/1118013408798838784,1053,13,29,愛知って、僕めずらしい気がする、なので待ってるね,"<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ja"">愛知って、僕めずらしい気がする、なので待ってるね<img alt=""🥺"" aria-label=""Emoji: 訴えかける顔"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f97a.png"" title=""訴えかける顔""/><img alt=""💕"" aria-label=""Emoji: 2つのハート"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f495.png"" title=""2つのハート""/><img alt=""🥺"" aria-label=""Emoji: 訴えかける顔"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f97a.png"" title=""訴えかける顔""/><img alt=""💕"" aria-label=""Emoji: 2つのハート"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f495.png"" title=""2つのハート""/><img alt=""🥺"" aria-label=""Emoji: 訴えかける顔"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f97a.png"" title=""訴えかける顔""/></p>"
RYUZi33WORLD929,RYUCHELL,1118012332347510785,2019-04-16 04:44:46,/RYUZi33WORLD929/status/1118012332347510785,410,5,21,名古屋のみなさ〜〜んhttps://twitter.com/event_nagoyatv/status/1117997831732617216 …,"<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""ja"">名古屋のみなさ〜〜ん<img alt=""😍"" aria-label=""Emoji: 目がハートの笑顔"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f60d.png"" title=""目がハートの笑顔""/><img alt=""❣️"" aria-label=""Emoji: ハートのビックリマーク"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/2763.png"" title=""ハートのビックリマーク""/><img alt=""😍"" aria-label=""Emoji: 目がハートの笑顔"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f60d.png"" title=""目がハートの笑顔""/><img alt=""❣️"" aria-label=""Emoji: ハートのビックリマーク"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/2763.png"" title=""ハートのビックリマーク""/><img alt=""😍"" aria-label=""Emoji: 目がハートの笑顔"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f60d.png"" title=""目がハートの笑顔""/><img alt=""❣️"" aria-label=""Emoji: ハートのビックリマーク"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/2763.png"" title=""ハートのビックリマーク""/><img alt=""😍"" aria-label=""Emoji: 目がハートの笑顔"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f60d.png"" title=""目がハートの笑顔""/><img alt=""❣️"" aria-label=""Emoji: ハートのビックリマーク"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/2763.png"" title=""ハートのビックリマーク""/><img alt=""😍"" aria-label=""Emoji: 目がハートの笑顔"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f60d.png"" title=""目がハートの笑顔""/><img alt=""❣️"" aria-label=""Emoji: ハートのビックリマーク"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/2763.png"" title=""ハートのビックリマーク""/><img alt=""😍"" aria-label=""Emoji: 目がハートの笑顔"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f60d.png"" title=""目がハートの笑顔""/><img alt=""❣️"" aria-label=""Emoji: ハートのビックリマーク"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/2763.png"" title=""ハートのビックリマーク""/><img alt=""😍"" aria-label=""Emoji: 目がハートの笑顔"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f60d.png"" title=""目がハートの笑顔""/><img alt=""❣️"" aria-label=""Emoji: ハートのビックリマーク"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/2763.png"" title=""ハートのビックリマーク""/><img alt=""😍"" aria-label=""Emoji: 目がハートの笑顔"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f60d.png"" title=""目がハートの笑顔""/><img alt=""❣️"" aria-label=""Emoji: ハートのビックリマーク"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/2763.png"" title=""ハートのビックリマーク""/><img alt=""😍"" aria-label=""Emoji: 目がハートの笑顔"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f60d.png"" title=""目がハートの笑顔""/><img alt=""❣️"" aria-label=""Emoji: ハートのビックリマーク"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/2763.png"" title=""ハートのビックリマーク""/><img alt=""😍"" aria-label=""Emoji: 目がハートの笑顔"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f60d.png"" title=""目がハートの笑顔""/><img alt=""❣️"" aria-label=""Emoji: ハートのビックリマーク"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/2763.png"" title=""ハートのビックリマーク""/><img alt=""😍"" aria-label=""Emoji: 目がハートの笑顔"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f60d.png"" title=""目がハートの笑顔""/><img alt=""❣️"" aria-label=""Emoji: ハートのビックリマーク"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/2763.png"" title=""ハートのビックリマーク""/><img alt=""😍"" aria-label=""Emoji: 目がハートの笑顔"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f60d.png"" title=""目がハートの笑顔""/><img alt=""❣️"" aria-label=""Emoji: ハートのビックリマーク"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/2763.png"" title=""ハートのビックリマーク""/><img alt=""😍"" aria-label=""Emoji: 目がハートの笑顔"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f60d.png"" title=""目がハートの笑顔""/><img alt=""❣️"" aria-label=""Emoji: ハートのビックリマーク"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/2763.png"" title=""ハートのビックリマーク""/><img alt=""😍"" aria-label=""Emoji: 目がハートの笑顔"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f60d.png"" title=""目がハートの笑顔""/><img alt=""❣️"" aria-label=""Emoji: ハートのビックリマーク"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/2763.png"" title=""ハートのビックリマーク""/><img alt=""😍"" aria-label=""Emoji: 目がハートの笑顔"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f60d.png"" title=""目がハートの笑顔""/><img alt=""❣️"" aria-label=""Emoji: ハートのビックリマーク"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/2763.png"" title=""ハートのビックリマーク""/><img alt=""😍"" aria-label=""Emoji: 目がハートの笑顔"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f60d.png"" title=""目がハートの笑顔""/><img alt=""❣️"" aria-label=""Emoji: ハートのビックリマーク"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/2763.png"" title=""ハートのビックリマーク""/><img alt=""😍"" aria-label=""Emoji: 目がハートの笑顔"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f60d.png"" title=""目がハートの笑顔""/><img alt=""❣️"" aria-label=""Emoji: ハートのビックリマーク"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/2763.png"" title=""ハートのビックリマーク""/><img alt=""😍"" aria-label=""Emoji: 目がハートの笑顔"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f60d.png"" title=""目がハートの笑顔""/><img alt=""❣️"" aria-label=""Emoji: ハートのビックリマーク"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/2763.png"" title=""ハートのビックリマーク""/><img alt=""😍"" aria-label=""Emoji: 目がハートの笑顔"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f60d.png"" title=""目がハートの笑顔""/><img alt=""❣️"" aria-label=""Emoji: ハートのビックリマーク"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/2763.png"" title=""ハートのビックリマーク""/><img alt=""😍"" aria-label=""Emoji: 目がハートの笑顔"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f60d.png"" title=""目がハートの笑顔""/><img alt=""❣️"" aria-label=""Emoji: ハートのビックリマーク"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/2763.png"" title=""ハートのビックリマーク""/><img alt=""😍"" aria-label=""Emoji: 目がハートの笑顔"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f60d.png"" title=""目がハートの笑顔""/><img alt=""❣️"" aria-label=""Emoji: ハートのビックリマーク"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/2763.png"" title=""ハートのビックリマーク""/><a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/event_nagoyatv/status/1117997831732617216"" dir=""ltr"" href=""https://t.co/ELOtAn1CFW"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/event_nagoyatv/status/1117997831732617216""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/event_nagoyatv</span><span class=""invisible"">/status/1117997831732617216</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>"
RYUZi33WORLD929,RYUCHELL,1117958918842437634,2019-04-16 01:12:31,/RYUZi33WORLD929/status/1117958918842437634,541,19,19,KUYASiipic.twitter.com/KtFJCOGh7m,"<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""tr"">KUYASii<a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/KtFJCOGh7m"">pic.twitter.com/KtFJCOGh7m</a></p>"
RYUZi33WORLD929,RYUCHELL,1117798913434472448,2019-04-15 14:36:43,/RYUZi33WORLD929/status/1117798913434472448,1242,15,64,"いや〜ん嬉しいっっ。ありがとうございます

平成の記憶に残る芸能人ウェディング第１位はあの夫婦！｜AbemaTIMES https://abematimes.com/posts/6067473?adxarea=samebame-atp-ap-dlyrkg-1 … #AbemaTV","<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ja"">いや〜ん嬉しいっっ。ありがとうございます<img alt=""🥰"" aria-label=""Emoji: 笑顔とハート3つ"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f970.png"" title=""笑顔とハート3つ""/><img alt=""❤️"" aria-label=""Emoji: 赤色のハート"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/2764.png"" title=""赤色のハート""/>

平成の記憶に残る芸能人ウェディング第１位はあの夫婦！｜AbemaTIMES <a class=""twitter-timeline-link"" data-expanded-url=""https://abematimes.com/posts/6067473?adxarea=samebame-atp-ap-dlyrkg-1"" dir=""ltr"" href=""https://t.co/6csMfl0HDo"" rel=""nofollow noopener"" target=""_blank"" title=""https://abematimes.com/posts/6067473?adxarea=samebame-atp-ap-dlyrkg-1""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">abematimes.com/posts/6067473?</span><span class=""invisible"">adxarea=samebame-atp-ap-dlyrkg-1</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/AbemaTV?src=hash""><s>#</s><b>AbemaTV</b></a></p>"
RYUZi33WORLD929,RYUCHELL,1117795902939205633,2019-04-15 14:24:45,/RYUZi33WORLD929/status/1117795902939205633,755,36,13,今日までバタバタしてたけど明日から少し落ち着くう...ふにゃ〜〜,"<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ja"">今日までバタバタしてたけど明日から少し落ち着くう...<img alt=""🥺"" aria-label=""Emoji: 訴えかける顔"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f97a.png"" title=""訴えかける顔""/><img alt=""🥺"" aria-label=""Emoji: 訴えかける顔"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f97a.png"" title=""訴えかける顔""/><img alt=""🥺"" aria-label=""Emoji: 訴えかける顔"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f97a.png"" title=""訴えかける顔""/><img alt=""🥺"" aria-label=""Emoji: 訴えかける顔"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f97a.png"" title=""訴えかける顔""/><img alt=""🥺"" aria-label=""Emoji: 訴えかける顔"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f97a.png"" title=""訴えかける顔""/>ふにゃ〜〜<img alt=""🥺"" aria-label=""Emoji: 訴えかける顔"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f97a.png"" title=""訴えかける顔""/><img alt=""🥺"" aria-label=""Emoji: 訴えかける顔"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f97a.png"" title=""訴えかける顔""/><img alt=""🥺"" aria-label=""Emoji: 訴えかける顔"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f97a.png"" title=""訴えかける顔""/><img alt=""🥺"" aria-label=""Emoji: 訴えかける顔"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f97a.png"" title=""訴えかける顔""/><img alt=""🥺"" aria-label=""Emoji: 訴えかける顔"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f97a.png"" title=""訴えかける顔""/></p>"
