user,fullname,tweet-id,timestamp,url,likes,replies,retweets,text,html
utu__bot,鬱bot,1103385279165943810,2019-03-06 20:02:05,/utu__bot/status/1103385279165943810,1,0,0,っ精神安定剤,"<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ja"">っ精神安定剤</p>"
utu__bot,鬱bot,1103384882271539201,2019-03-06 20:00:30,/utu__bot/status/1103384882271539201,1,0,0,空が明るんできたね・・　（5時）,"<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ja"">空が明るんできたね・・　（5時）</p>"
utu__bot,鬱bot,1103377719172034560,2019-03-06 19:32:02,/utu__bot/status/1103377719172034560,1,0,0,１９９９年になんで人類は滅びなかったのかね,"<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ja"">１９９９年になんで人類は滅びなかったのかね</p>"
utu__bot,鬱bot,1103370172398620672,2019-03-06 19:02:03,/utu__bot/status/1103370172398620672,0,0,0,は？ウツボットじゃねえし,"<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ja"">は？ウツボットじゃねえし</p>"
utu__bot,鬱bot,1103369782273822720,2019-03-06 19:00:30,/utu__bot/status/1103369782273822720,0,0,0,４時・・死に時・・・　（4時）,"<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ja"">４時・・死に時・・・　（4時）</p>"
utu__bot,鬱bot,1103362620164235264,2019-03-06 18:32:02,/utu__bot/status/1103362620164235264,0,0,0,最近何やってもつまらない,"<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ja"">最近何やってもつまらない</p>"
utu__bot,鬱bot,1103355076125503489,2019-03-06 18:02:04,/utu__bot/status/1103355076125503489,0,0,0,ねみ,"<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ja"">ねみ</p>"
utu__bot,鬱bot,1103354676886495232,2019-03-06 18:00:28,/utu__bot/status/1103354676886495232,0,0,0,３時とか、惨事のことだろ・・？　（3時）,"<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ja"">３時とか、惨事のことだろ・・？　（3時）</p>"
utu__bot,鬱bot,1103339973258833920,2019-03-06 17:02:03,/utu__bot/status/1103339973258833920,0,0,0,Я в депрессии. Поэтому я хотел умереть.,"<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ru"">Я в депрессии. Поэтому я хотел умереть.</p>"
utu__bot,鬱bot,1103339581972205569,2019-03-06 17:00:30,/utu__bot/status/1103339581972205569,0,0,0,丑三つ時だね。黄泉の国に連れてってよ・・　（2時）,"<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ja"">丑三つ時だね。黄泉の国に連れてってよ・・　（2時）</p>"
utu__bot,鬱bot,1103324484847624197,2019-03-06 16:00:30,/utu__bot/status/1103324484847624197,0,0,0,1時になったのか・・はぁ　（1時）,"<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ja"">1時になったのか・・はぁ　（1時）</p>"
utu__bot,鬱bot,1103309779689103361,2019-03-06 15:02:04,/utu__bot/status/1103309779689103361,0,0,0,週末とか終末だよな,"<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ja"">週末とか終末だよな</p>"
