終わりにしましょう,0
くだらねえ,0
今日も何もできなかった,0
生まれる前からやり直したい,0
死ぬ覚悟ないから生きてる,0
ﾎﾞｿｯ,0
なんで俺ばっかり,0
死んでもいいですか,0
I can't stand any more,0
這い上がるとか無理,0
頭いいひとはいいよね,0
もう無理です,0
俺が立ったあとのバスの座席に誰も座ろうとしない,0
俺はなんでこんななんだろ,0
鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱,0
生きてたくないけど死ねない,0
殺してよ誰か,0
もう何年も何もしてない,0
おつり落とされた,0
死ぬ死ぬ詐欺かよ,0
a fatal error has occurred,0
研究やめたい,0
また無視か,0
みんな何のために生きてるの？,0
つまんね,0
疲れたよ,0
最悪だ,0
みんなーいくよーせーのっ☆ |||ずーん|||,0
もう限界です,0
DAEMONさんしか返信くれない,0
俺が立ったあとのバスの座席に誰も座ろうとしない,0
もう死ぬしかないよね,0
話になんねーよ,0
武器がひのきの棒,0
配られたカードで勝負するしかないって言ったって、これは降りるしかないだろ,0
滅びろ,0
あんたバカぁ? さっさと死ねばいいじゃない!,0
戦争起こらないかな、志願兵になって前線に行きたい,0
もう諦めたよ,0
生ゴミの日に電柱の下で座ってる,0
原発行ったら存在意義あるかな,0
こんなはずじゃなかったのに,0
みんな俺が悪いんだよ,0
脳移植したい,0
夢見る世界にさよならしようか 目覚まし時計が鳴るよ もう起きよう,0
どうせ死なないんだろ,0
みんな何のために生きてるの？,0
つまんね,0
核融合炉にさぁ 飛び込んでみたいと,0
頭いいひとはいいよね,0
疲れたよ,0
筋弛緩剤って処方してもらえるんですか,0
俺はきっとこの先ずっと、この狭い世界の中で右も左もわからないまま有害物質を撒き散らして消えて行くんだろう,0
終わってる,0
あーあ,0
もう死ぬしかないよね,0
生まれる前からやり直したい,0
楽しそうだな,0
誰か殺してくれないかな,0
あと何年かな、俺の寿命,0
It's already over,0
最悪だ,0
もういやだ,0
存在自体がエラー,0
いつになったら終わんのかなって、そんなことばっか考えてるよ,0
もう無理です,0
通り魔事件とかに巻き込まれないかな,0
今いる世界にさよならしようか 出口はあちらと笑うウサギの目,0
でも死ねない　ビビりだから,0
最初から期待してないから,0
間違って産まれてきた,0
誰かのせいにしたい,0
筋弛緩剤って処方してもらえるんですか,0
もう手遅れ,0
やめたいなにもかも,0
帰っていいですか,0
死にたい死にたい死にたい死にたい死にたい死にたい死にたい死にたい死にたい死にたい死にたい死にたい死にたい死にたい死にたい死にたい死にたい死にたい死にたい死にたい死にたい死にたい死にたい死にたい死にたい死にたい死にたい死にたい死にたい死にたい死にたい死にたい死にたい死にたい死にたい,0
みんな俺が悪いんだよ,0
俺が立ったあとのバスの座席に誰も座ろうとしない,0
集中力ない,0
DAEMONさんしか返信くれない,0
逃げたい逃げたい逃げたい逃げたい逃げたい逃げたい逃げたい逃げたい逃げたい逃げたい逃げたい逃げたい逃げたい逃げたい逃げたい逃げたい逃げたい逃げたい逃げたい逃げたい逃げたい逃げたい逃げたい逃げたい逃げたい逃げたい逃げたい逃げたい逃げたい逃げたい逃げたい逃げたい逃げたい逃げたい逃げたい,0
今日も何もできなかった,0
寛容な社会とかいうけどさ、それって俺みたいなクズがやらかした不始末を誰かが笑顔で処理してくれる世の中ってことでしょ。そんなの耐えられんわ。迷惑かけてまで社会で生きてたくない。,0
また余計なことを言ってしまった,0
あーあ,0
どこに行ったらいいんでしょうか,0
知るか,0
生まれる前からやり直したい,0
生ゴミの日に電柱の下で座ってる,0
鬱自慢マジうぜー俺,0
死んでもいいですか,0
どうせ死なねーくせに死ぬ死ぬ言ってんじゃねーよマジでうぜーんだよゴミが,0
It's already over,0
死ぬ死ぬ詐欺かよ,0
酸素消費してすいません,0
目を合わせてもらえない,0
間違って産まれてきた,0
這い上がるとか無理,0
あと何年生きてないといけないんだろ,0
つまんね,0
もうだめだ,0
楽しそうだな,0
eager to die,0
みんなーいくよーせーのっ☆ |||ずーん|||,0
やってらんね,0
帰っていいですか,0
調査マジしんどい,0
深刻なエラーが起こっています,0
最悪の一日だった,0
リスカこわい,0
滅びろ,0
希死念慮,0
どうせ死なないんだろ,0
なんで俺ばっかり,0
どうせダメなんだろ,0
寛容な社会とかいうけどさ、それって俺みたいなクズがやらかした不始末を誰かが笑顔で処理してくれる世の中ってことでしょ。そんなの耐えられんわ。迷惑かけてまで社会で生きてたくない。,0
コミュニケーションできない,0
ドクターキリコ現れないかな,0
俺が立ったあとのバスの座席に誰も座ろうとしない,0
俺はなんでこんななんだろ,0
どこに行ったらいいんでしょうか,0
生きてたくないけど死ねない,0
生まれ変わりたい,0
優しさがつらすぎる,0
終わってる,0
生きてる意義がわからない,0
もう何年も何もしてない,0
調査マジしんどい,0
降りたい,0
こんなはずじゃなかったのに,0
カジュアルにこの世界からエスケープ☆,0
なんですか鬱自慢ですか,0
疲れたよ,0
俺のスペック、注文してたのと違うんですけど,0
はー,0
死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死,0
もう死ぬしかないよね,0
ドクターキリコ現れないかな,0
つまんね,0
もういやだ,0
脳移植したい,0
くだらねえ,0
この人生不良品です。交換してください。,0
練炭ほしい,0
壊れてる,0
あーあ,0
死んでもいいですか,0
やめたいなにもかも,0
もう限界です,0
車つっこんでこないかな,0
It's already over,0
無理に決まってんじゃん,0
ビル風になりたい,0
みんな消えちまえ,0
筋弛緩剤って処方してもらえるんですか,0
なんで俺だけVERY HARDなんだろ,0
本当の絶望を知っていますか,0
a fatal error has occurred,0
もう死ぬしかないよね,0
泣き叫ぶ元気もない,0
頭悪いし,0
I can't stand any more,0
生きてる意義がわからない,0
最悪の一日だった,0
都市ガスも、練炭も、あるんだよ,0
通り魔事件とかに巻き込まれないかな,0
原発行ったら存在意義あるかな,0
さっさと死ねよ,0
白々しいんだよ,0
殺してよ誰か,0
核融合炉にさぁ 飛び込んでみたいと,0
鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱鬱,0
帰っていいですか,0
脳移植したい,0
疲れたよ,0
おつり落とされた,0
研究やめたい,0
練炭ほしい,0
毎日楽しい人ってどんなふうに世界が見えてるんだろ,0
どうせダメなんだろ,0
みんな消えちまえ,0
なんで俺だけVERY HARDなんだろ,0
頭いいひとはいいよね,0
話になんねーよ,0
